"background size","chart color","description","Evidence codes","intersecting genes","intersection size","network.SUID","nodes.SUID","p-value","precision","query size","recall","source","term id","term name","term size"
"21017","","""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]","""NAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000136999|ENSG00000152689|ENSG00000164929|ENSG00000234184|ENSG00000170835|ENSG00000005108|ENSG00000184584|ENSG00000203852|ENSG00000185666|ENSG00000117632|ENSG00000204482|ENSG00000081026|ENSG00000151725|ENSG00000165507|ENSG00000233355|ENSG00000152253|ENSG00000197471|ENSG00000176890|ENSG00000170677","20","66719","64553|64633|64287|64229|64251|64495|64249|64897|64487|65349|64269|64289|64643|64607|64541|65341|64921|64525|64257|64493","0.0035705505039366468","0.11560693641618497","173","0.027816411682892908","Gene Ontology Biological Process","GO:0051129","negative regulation of cellular component organization","719"
"22115","","""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:26820516, PMID:28096264]","""NAS""|""IGI""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""|""HDA""","ENSG00000151136|ENSG00000167723|ENSG00000163808|ENSG00000134369|ENSG00000240666|ENSG00000186818|ENSG00000178999|ENSG00000180712|ENSG00000227191|ENSG00000174607|ENSG00000258810|ENSG00000165349|ENSG00000106070|ENSG00000163053|ENSG00000181826|ENSG00000125384|ENSG00000165480|ENSG00000171488|ENSG00000253701|ENSG00000123095|ENSG00000139318|ENSG00000211898|ENSG00000166352|ENSG00000130844|ENSG00000144677|ENSG00000117632|ENSG00000171848|ENSG00000184357|ENSG00000182611|ENSG00000127533|ENSG00000185477|ENSG00000165507|ENSG00000106366|ENSG00000197471|ENSG00000211942|ENSG00000256018|ENSG00000124693","37","66719","64939|64265|64553|64535|64667|64919|64573|64613|65359|64561|65345|64677|64911|64483|64335|64563|64341|64345|64315|64283|64489|64319|64329|64359|64961|64269|64609|64559|64585|64549|64305|64541|64707|64525|64243|64651|64641","0.003714820606770553","0.21022727272727273","176","0.016547406082289804","Gene Ontology Cellular Component branch","GO:0030054","cell junction","2236"
"21017","","""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]","""IC""|""NAS""|""TAS""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000091409|ENSG00000229989|ENSG00000182557|ENSG00000186818|ENSG00000131620|ENSG00000164929|ENSG00000227191|ENSG00000070081|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000095932|ENSG00000245869|ENSG00000169031|ENSG00000099725|ENSG00000234184|ENSG00000196549|ENSG00000110237|ENSG00000042980|ENSG00000170835|ENSG00000162543|ENSG00000166352|ENSG00000223806|ENSG00000136111|ENSG00000117632|ENSG00000152953|ENSG00000185477|ENSG00000233355|ENSG00000069702|ENSG00000272733|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000122952|ENSG00000256018|ENSG00000114315","37","66719","64553|64295|64665|64631|64919|64611|64229|65359|64963|64497|64561|64333|65337|64325|64301|64527|64251|64945|64339|64353|64495|64691|64329|64903|64647|64269|64923|64305|65341|64621|64235|64907|64243|64493|64565|64651|64673","0.00393139131543135","0.2138728323699422","173","0.01841712294673967","Gene Ontology Biological Process","GO:0008283","cell population proliferation","2009"
"8722","","Gastric cancer network 1","""WP""","ENSG00000183657|ENSG00000136999|ENSG00000164045|ENSG00000184584|ENSG00000152253","5","66719","64697|64633|64267|64897|64921","0.0039805905931926166","0.04807692307692308","104","0.1724137931034483","WikiPathways","WP:WP2361","Gastric cancer network 1","29"
"21017","","""Any process that modulates the frequency, rate or extent of sister chromatid segregation."" [GOC:mah]","""NAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000152689|ENSG00000164045|ENSG00000184584|ENSG00000081026|ENSG00000151725|ENSG00000021762|ENSG00000272733|ENSG00000176890","8","66719","64287|64267|64897|64643|64607|64617|64235|64257","0.004065640916142926","0.046242774566473986","173","0.07692307692307693","Gene Ontology Biological Process","GO:0033045","regulation of sister chromatid segregation","104"
"21017","","""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]","""IEP""|""IC""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""ISO""|""IDA""","ENSG00000077238|ENSG00000256316|ENSG00000167723|ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000182557|ENSG00000240666|ENSG00000186818|ENSG00000131620|ENSG00000136999|ENSG00000152689|ENSG00000178999|ENSG00000250111|ENSG00000184194|ENSG00000251675|ENSG00000267690|ENSG00000164929|ENSG00000227191|ENSG00000175029|ENSG00000070081|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000258810|ENSG00000095932|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000106070|ENSG00000181826|ENSG00000127561|ENSG00000239998|ENSG00000234184|ENSG00000125384|ENSG00000136158|ENSG00000165480|ENSG00000171488|ENSG00000196549|ENSG00000186187|ENSG00000169607|ENSG00000123095|ENSG00000245648|ENSG00000110237|ENSG00000042980|ENSG00000139318|ENSG00000143369|ENSG00000164045|ENSG00000170835|ENSG00000162543|ENSG00000223907|ENSG00000174776|ENSG00000005108|ENSG00000143476|ENSG00000223806|ENSG00000116667|ENSG00000117632|ENSG00000182983|ENSG00000152953|ENSG00000204482|ENSG00000127533|ENSG00000149418|ENSG00000185477|ENSG00000233355|ENSG00000152253|ENSG00000021762|ENSG00000069702|ENSG00000272733|ENSG00000197471|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000267262|ENSG00000101017|ENSG00000256018","77","66719","64307|64693|64265|64553|64535|64295|64665|64631|64667|64919|64611|64633|64287|64573|64909|64927|64953|64237|64229|65359|64313|64963|64497|64561|64333|64889|65345|65337|64301|64293|64671|64911|64335|64275|64575|64251|64563|64545|64341|64345|64945|64531|64579|64283|64905|64339|64353|64489|64227|64267|64495|64691|64929|64695|64249|64603|64903|64679|64269|64253|64923|64289|64549|64363|64305|65341|64921|64617|64621|64235|64525|64907|64243|64493|65351|64231|64651","0.004143812468812601","0.44508670520231214","173","0.01308188922867822","Gene Ontology Biological Process","GO:0048522","positive regulation of cellular process","5886"
"8722","","Primary focal segmental glomerulosclerosis FSGS ","""WP""","ENSG00000138160|ENSG00000178999|ENSG00000245869|ENSG00000165480|ENSG00000197471|ENSG00000124693|ENSG00000114315","7","66719","64669|64573|64325|64341|64525|64641|64673","0.0041965657089219075","0.0673076923076923","104","0.09722222222222222","WikiPathways","WP:WP2572","Primary focal segmental glomerulosclerosis FSGS ","72"
"21017","","""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]","""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000182557|ENSG00000178999|ENSG00000251675|ENSG00000164929|ENSG00000070081|ENSG00000157557|ENSG00000183690|ENSG00000173894|ENSG00000234184|ENSG00000136158|ENSG00000245648|ENSG00000042980|ENSG00000139318|ENSG00000170835|ENSG00000109674|ENSG00000223806|ENSG00000152253|ENSG00000069702|ENSG00000211821|ENSG00000211942|ENSG00000170677","25","66719","64553|64535|64295|64665|64631|64573|64953|64229|64963|64497|64333|64293|64251|64545|64905|64353|64489|64495|64947|64903|64921|64621|64907|64243|64493","0.0042134196892861095","0.14450867052023122","173","0.02334267040149393","Gene Ontology Biological Process","GO:0019220","regulation of phosphate metabolic process","1071"
"21017","","""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]","""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000229989|ENSG00000182557|ENSG00000178999|ENSG00000251675|ENSG00000164929|ENSG00000070081|ENSG00000157557|ENSG00000183690|ENSG00000173894|ENSG00000234184|ENSG00000136158|ENSG00000245648|ENSG00000042980|ENSG00000139318|ENSG00000170835|ENSG00000109674|ENSG00000223806|ENSG00000152253|ENSG00000069702|ENSG00000211821|ENSG00000211942|ENSG00000170677","25","66719","64553|64535|64295|64665|64631|64573|64953|64229|64963|64497|64333|64293|64251|64545|64905|64353|64489|64495|64947|64903|64921|64621|64907|64243|64493","0.004283781859087092","0.14450867052023122","173","0.02332089552238806","Gene Ontology Biological Process","GO:0051174","regulation of phosphorus metabolic process","1072"
"21017","","""Any process that activates or increases the frequency, rate or extent of cell migration."" [GOC:go_curators]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000134369|ENSG00000091409|ENSG00000251675|ENSG00000070081|ENSG00000157557|ENSG00000183690|ENSG00000234184|ENSG00000123095|ENSG00000170835|ENSG00000204482|ENSG00000149418|ENSG00000185477|ENSG00000233355|ENSG00000069702|ENSG00000197471|ENSG00000211821","17","66719","64553|64535|64295|64953|64963|64497|64333|64251|64283|64495|64289|64363|64305|65341|64621|64525|64907","0.004495707849813232","0.09826589595375723","173","0.03136531365313653","Gene Ontology Biological Process","GO:0030335","positive regulation of cell migration","542"
"22115","","""The region of a condensed chromosome that includes the centromere and associated proteins, including the kinetochore. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome."" [GOC:elh, GOC:kmv]","""IPI""|""NAS""|""TAS""|""IBA""|""IEA""|""IDA""","ENSG00000152689|ENSG00000148143|ENSG00000169607|ENSG00000184584|ENSG00000267366|ENSG00000081026|ENSG00000151725|ENSG00000176890|ENSG00000226281","9","66719","64287|64349|64579|64897|64583|64643|64607|64257|64517","0.004664986869938744","0.05113636363636364","176","0.04945054945054945","Gene Ontology Cellular Component branch","GO:0000779","condensed chromosome, centromeric region","182"
"22115","","""A highly compacted molecule of DNA and associated proteins resulting in a cytologically distinct structure."" [GOC:elh]","""IPI""|""NAS""|""TAS""|""IBA""|""IEA""|""ISO""|""IDA""","ENSG00000136999|ENSG00000152689|ENSG00000148143|ENSG00000169607|ENSG00000184584|ENSG00000267366|ENSG00000081026|ENSG00000151725|ENSG00000176890|ENSG00000226281|ENSG00000114315","11","66719","64633|64287|64349|64579|64897|64583|64643|64607|64257|64517|64673","0.005001984533584337","0.0625","176","0.03900709219858156","Gene Ontology Cellular Component branch","GO:0000793","condensed chromosome","282"
"21017","","""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]","""IEP""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000091409|ENSG00000186818|ENSG00000131620|ENSG00000251675|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000245869|ENSG00000169031|ENSG00000234184|ENSG00000125384|ENSG00000110237|ENSG00000148498|ENSG00000162543|ENSG00000223806|ENSG00000163554|ENSG00000149418|ENSG00000233355|ENSG00000211821|ENSG00000170677|ENSG00000124693","22","66719","64553|64295|64919|64611|64953|64497|64561|64333|64325|64301|64251|64563|64339|64957|64691|64903|65355|64363|65341|64907|64493|64641","0.0052462600117112275","0.12716763005780346","173","0.02522935779816514","Gene Ontology Biological Process","GO:0035239","tube morphogenesis","872"
"22115","","""A spindle that forms as part of mitosis. Mitotic and meiotic spindles contain distinctive complements of proteins associated with microtubules."" [GOC:mah, GOC:vw, PMID:11408572, PMID:18367542, PMID:8027178]","""IBA""|""IEA""|""IDA""","ENSG00000169116|ENSG00000152689|ENSG00000095932|ENSG00000181826|ENSG00000148143|ENSG00000231119|ENSG00000152253|ENSG00000021762|ENSG00000272733","9","66719","64499|64287|65337|64335|64349|64593|64921|64617|64235","0.0053132224293765615","0.05113636363636364","176","0.04864864864864865","Gene Ontology Cellular Component branch","GO:0072686","mitotic spindle","185"
"21017","","""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]","""IEP""|""IC""|""NAS""|""IGI""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000140009|ENSG00000163808|ENSG00000081052|ENSG00000182557|ENSG00000186818|ENSG00000131620|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000245869|ENSG00000234184|ENSG00000136158|ENSG00000110237|ENSG00000170835|ENSG00000162543|ENSG00000166352|ENSG00000145649|ENSG00000136111|ENSG00000204482|ENSG00000149418|ENSG00000069702|ENSG00000169439|ENSG00000170677","25","66719","64307|64263|64553|64245|64631|64919|64611|64497|64561|64333|64889|64325|64251|64545|64339|64495|64691|64329|64557|64647|64289|64363|64621|64595|64493","0.005566678662866287","0.14450867052023122","173","0.02297794117647059","Gene Ontology Biological Process","GO:0051241","negative regulation of multicellular organismal process","1088"
"21017","","""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]","""IEP""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000091409|ENSG00000186818|ENSG00000131620|ENSG00000251675|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000245869|ENSG00000169031|ENSG00000234184|ENSG00000125384|ENSG00000165480|ENSG00000110237|ENSG00000148498|ENSG00000162543|ENSG00000223806|ENSG00000163554|ENSG00000149418|ENSG00000233355|ENSG00000266146|ENSG00000197471|ENSG00000211821|ENSG00000170677|ENSG00000124693","25","66719","64553|64295|64919|64611|64953|64497|64561|64333|64325|64301|64251|64563|64341|64339|64957|64691|64903|65355|64363|65341|64519|64525|64907|64493|64641","0.005938231233241967","0.14450867052023122","173","0.022893772893772892","Gene Ontology Biological Process","GO:0035295","tube development","1092"
"20196","","""Binding to a protein."" [GOC:go_curators]","""IPI""|""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""|""HDA""","ENSG00000214357|ENSG00000077238|ENSG00000198467|ENSG00000172995|ENSG00000151136|ENSG00000112320|ENSG00000256316|ENSG00000140009|ENSG00000183657|ENSG00000167723|ENSG00000163808|ENSG00000072110|ENSG00000134369|ENSG00000154874|ENSG00000091409|ENSG00000169116|ENSG00000229989|ENSG00000081052|ENSG00000182557|ENSG00000240666|ENSG00000186818|ENSG00000131620|ENSG00000136999|ENSG00000115738|ENSG00000152689|ENSG00000135540|ENSG00000178999|ENSG00000250111|ENSG00000146670|ENSG00000267694|ENSG00000184194|ENSG00000251675|ENSG00000267690|ENSG00000180712|ENSG00000164929|ENSG00000237438|ENSG00000176595|ENSG00000227191|ENSG00000151458|ENSG00000175029|ENSG00000070081|ENSG00000157557|ENSG00000113296|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000184661|ENSG00000258810|ENSG00000165349|ENSG00000151320|ENSG00000095932|ENSG00000245869|ENSG00000066279|ENSG00000169031|ENSG00000251606|ENSG00000173894|ENSG00000203811|ENSG00000106070|ENSG00000163053|ENSG00000181826|ENSG00000239998|ENSG00000234184|ENSG00000125384|ENSG00000148143|ENSG00000136158|ENSG00000004399|ENSG00000165480|ENSG00000171488|ENSG00000196549|ENSG00000253701|ENSG00000186187|ENSG00000101412|ENSG00000169607|ENSG00000240754|ENSG00000023445|ENSG00000123095|ENSG00000245648|ENSG00000110237|ENSG00000042980|ENSG00000141738|ENSG00000139318|ENSG00000211898|ENSG00000263053|ENSG00000143369|ENSG00000164045|ENSG00000170835|ENSG00000251994|ENSG00000148498|ENSG00000053747|ENSG00000162543|ENSG00000223907|ENSG00000175063|ENSG00000174776|ENSG00000005108|ENSG00000148926|ENSG00000184584|ENSG00000166352|ENSG00000109674|ENSG00000143476|ENSG00000162676|ENSG00000255189|ENSG00000144677|ENSG00000145649|ENSG00000203852|ENSG00000166803|ENSG00000185666|ENSG00000253673|ENSG00000223806|ENSG00000076641|ENSG00000116667|ENSG00000197558|ENSG00000117632|ENSG00000182983|ENSG00000152953|ENSG00000204482|ENSG00000171848|ENSG00000184357|ENSG00000163554|ENSG00000182611|ENSG00000127533|ENSG00000267366|ENSG00000205726|ENSG00000149418|ENSG00000081026|ENSG00000151725|ENSG00000185477|ENSG00000165507|ENSG00000233355|ENSG00000106366|ENSG00000152253|ENSG00000021762|ENSG00000139734|ENSG00000069702|ENSG00000266146|ENSG00000272733|ENSG00000169439|ENSG00000197471|ENSG00000176890|ENSG00000211821|ENSG00000226281|ENSG00000211942|ENSG00000170677|ENSG00000113231|ENSG00000005884|ENSG00000122952|ENSG00000101017|ENSG00000256018|ENSG00000124693|ENSG00000123485|ENSG00000254060|ENSG00000114315","151","66719","64481|64307|64511|64357|64939|64261|64693|64263|64697|64265|64553|64351|64535|64507|64295|64499|64665|64245|64631|64667|64919|64611|64633|64639|64287|64543|64573|64909|64569|64479|64927|64953|64237|64613|64229|64255|64277|65359|64311|64313|64963|64497|64931|64561|64333|64889|64537|65345|64677|64891|65337|64325|64503|64301|64591|64293|64671|64911|64483|64335|64575|64251|64563|64349|64545|64547|64341|64345|64945|64315|64531|64505|64579|65357|64343|64283|64905|64339|64353|64887|64489|64319|65339|64227|64267|64495|64689|64957|64635|64691|64929|64951|64695|64249|64233|64897|64329|64947|64603|64513|64299|64961|64557|64487|64533|65349|64297|64903|64539|64679|64239|64269|64253|64923|64289|64609|64559|65355|64585|64549|64583|64279|64363|64643|64607|64305|64541|65341|64707|64921|64617|64599|64621|64519|64235|64595|64525|64257|64907|64517|64243|64493|64521|64705|64565|64231|64651|64641|64655|64597|64673","0.005967540166793534","0.8728323699421965","173","0.010158089471913892","Gene Ontology Molecular Function","GO:0005515","protein binding","14865"
